entry	product	length	accession	identity	coverage	ortholog_source	tier	uniprot_name	uniprot_gene	uniprot_reviewed	annotation_class
A1S_3671	hypothetical protein	111	A0ABX6CGG2	97.3	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_01766	unreviewed	NAMED_function_unreviewed
A1S_1479	hypothetical protein	230	A0ABX6CF99	98.3	100.0	02_blast_hits	strong_ortholog	HTH-type transcriptional regulator Cmr	cmr FQU82_01767	unreviewed	NAMED_function_unreviewed
A1S_3672	hypothetical protein	42	A0ABX6CH92	96.6	69.0	02_blast_hits	strong_ortholog	D-methionine transport system permease protein MetI	metI FQU82_01770	unreviewed	NAMED_function_unreviewed
A1S_1496	hypothetical protein	249	A3M4T0	100.0	100.0	02_blast_hits	strong_ortholog	Probable transcriptional regulatory protein A1S_1496	A1S_1496	reviewed	CHARACTERIZED_reviewed
A1S_1499	hypothetical protein	287	A0A7U3Y6H9	97.2	100.0	02_blast_hits	strong_ortholog	Iron-containing redox enzyme family protein	AB57_1734	unreviewed	NAMED_function_unreviewed
A1S_3673	hypothetical protein	34					no_ortholog				NO_ORTHOLOG
A1S_3674	hypothetical protein	147	A0ABX6CFC4	95.7	93.9	02_blast_hits	strong_ortholog	Core-binding (CB) domain-containing protein	FQU82_01799	unreviewed	NAMED_function_unreviewed
A1S_1502	hypothetical protein	299	A0ABX6CHC7	99.3	100.0	02_blast_hits	strong_ortholog	HTH-type transcriptional activator AllS	allS FQU82_01801	unreviewed	NAMED_function_unreviewed
A1S_3675	hypothetical protein	141	A0ABX6CF71	98.6	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01804	unreviewed	TRULY_UNCHARACTERIZED
A1S_3676	hypothetical protein	59	A0ABX6CF68	100.0	100.0	02_blast_hits	strong_ortholog	DUF1328 domain-containing protein	FQU82_01807	unreviewed	NAMED_function_unreviewed
A1S_3677	hypothetical protein	70	A7FBB4	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein		unreviewed	TRULY_UNCHARACTERIZED
A1S_1515	hypothetical protein	197	A3M4U8	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein		unreviewed	TRULY_UNCHARACTERIZED
A1S_3678	hypothetical protein	38	V5XXN7	100.0	100.0	02_blast_hits	strong_ortholog	Phosphinothricin acetyltransferase	yncA ABUW_2301	unreviewed	NAMED_function_unreviewed
A1S_3679	hypothetical protein	61	A0ABX6CF82	95.1	100.0	02_blast_hits	strong_ortholog	DUF2986 domain-containing protein	FQU82_01822	unreviewed	NAMED_function_unreviewed
A1S_3680	hypothetical protein	32					no_ortholog				NO_ORTHOLOG
A1S_1524	hypothetical protein	196	A0ABX6CFF6	100.0	100.0	02_blast_hits	strong_ortholog	LRAT domain-containing protein	FQU82_01828	unreviewed	NAMED_function_unreviewed
A1S_1525	hypothetical protein	248	A0A7U3Y6J7	99.6	100.0	02_blast_hits	strong_ortholog	Phosphodiester glycosidase domain-containing protein	AB57_1766	unreviewed	NAMED_function_unreviewed
A1S_1526	hypothetical protein	76	V5XVR5	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2290	unreviewed	TRULY_UNCHARACTERIZED
A1S_1528	hypothetical protein	1250	A0ABX6CFF2	99.7	100.0	02_blast_hits	strong_ortholog	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	putA FQU82_01833	unreviewed	NAMED_function_unreviewed
A1S_1541	hypothetical protein	387	A0A7U4DGG2	99.2	100.0	02_blast_hits	strong_ortholog	Cupin	AB57_1784	unreviewed	NAMED_function_unreviewed
A1S_3681	hypothetical protein	39	V5VDN6	95.8	61.5	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2272	unreviewed	TRULY_UNCHARACTERIZED
A1S_3682	hypothetical protein	80	A0ABX6CFC2	98.8	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_01850	unreviewed	NAMED_function_unreviewed
A1S_1570	hypothetical protein	147	V5VDP9	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2244	unreviewed	TRULY_UNCHARACTERIZED
A1S_3683	hypothetical protein	83					no_ortholog				NO_ORTHOLOG
A1S_3684	hypothetical protein	89					no_ortholog				NO_ORTHOLOG
A1S_3685	hypothetical protein	176					no_ortholog				NO_ORTHOLOG
A1S_3686	hypothetical protein	210					no_ortholog				NO_ORTHOLOG
A1S_3687	hypothetical protein	145					no_ortholog				NO_ORTHOLOG
A1S_1583	hypothetical protein	98					no_ortholog				NO_ORTHOLOG
A1S_1584	hypothetical protein	294					no_ortholog				NO_ORTHOLOG
A1S_3688	hypothetical protein	200					no_ortholog				NO_ORTHOLOG
A1S_3689	hypothetical protein	166	A0ABX6CJ86	37.0	76.5	02_blast_hits	weak_ortholog	Phage antitermination protein Q	FQU82_02691	unreviewed	NAMED_function_unreviewed
A1S_3690	hypothetical protein	238					no_ortholog				NO_ORTHOLOG
A1S_3691	hypothetical protein	40					no_ortholog				NO_ORTHOLOG
A1S_3692	hypothetical protein	142					no_ortholog				NO_ORTHOLOG
A1S_3693	hypothetical protein	132					no_ortholog				NO_ORTHOLOG
A1S_3694	hypothetical protein	176	A0ABX6CJ10	41.3	94.9	02_blast_hits	weak_ortholog	NinB family protein	FQU82_02687	unreviewed	NAMED_function_unreviewed
A1S_3695	hypothetical protein	60					no_ortholog				NO_ORTHOLOG
A1S_3696	hypothetical protein	87					no_ortholog				NO_ORTHOLOG
A1S_3697	hypothetical protein	160					no_ortholog				NO_ORTHOLOG
A1S_3698	hypothetical protein	64					no_ortholog				NO_ORTHOLOG
A1S_1589	hypothetical protein	408					no_ortholog				NO_ORTHOLOG
A1S_3699	hypothetical protein	58					no_ortholog				NO_ORTHOLOG
A1S_1593	hypothetical protein	161					no_ortholog				NO_ORTHOLOG
A1S_1594	hypothetical protein	124					no_ortholog				NO_ORTHOLOG
A1S_1595	hypothetical protein	159					no_ortholog				NO_ORTHOLOG
A1S_3700	hypothetical protein	138					no_ortholog				NO_ORTHOLOG
A1S_3701	hypothetical protein	133	A0A7U3Y7M7	44.4	93.2	02_blast_hits	weak_ortholog	Lipoprotein	AB57_3206	unreviewed	NAMED_function_unreviewed
A1S_1596	hypothetical protein	365	A0ABX6CGP8	41.1	55.3	02_blast_hits	weak_ortholog	Phage tail protein	FQU82_01327	unreviewed	NAMED_function_unreviewed
A1S_3702	hypothetical protein	168	R4LDD9	39.8	98.8	02_blast_hits	weak_ortholog	DUF1833 domain-containing protein	MRSN3942C17_030	unreviewed	NAMED_function_unreviewed
A1S_1598	hypothetical protein	952	R4LBW5	35.8	60.2	02_blast_hits	weak_ortholog	Putative bacteriophage protein	MRSN3942C17_050	unreviewed	NAMED_function_unreviewed
A1S_1599	hypothetical protein	618	A0ABX6CE36	57.4	86.6	02_blast_hits	weak_ortholog	Sialate O-acetylesterase domain-containing protein	FQU82_01330	unreviewed	NAMED_function_unreviewed
A1S_3703	hypothetical protein	259	A0ABX6CF41	60.6	100.0	02_blast_hits	weak_ortholog	Uncharacterized protein	FQU82_01462	unreviewed	TRULY_UNCHARACTERIZED
A1S_3704	hypothetical protein	102					no_ortholog				NO_ORTHOLOG
A1S_3705	hypothetical protein	120					no_ortholog				NO_ORTHOLOG
A1S_3706	hypothetical protein	65	A0A0D5YFX4	55.7	93.8	02_blast_hits	weak_ortholog	Uncharacterized protein	ABUW_1441	unreviewed	TRULY_UNCHARACTERIZED
A1S_1602	hypothetical protein	149					no_ortholog				NO_ORTHOLOG
A1S_3708	hypothetical protein	238	A0ABX6CH01	100.0	100.0	02_blast_hits	strong_ortholog	Protein TonB	FQU82_01890	unreviewed	NAMED_function_unreviewed
A1S_3707	hypothetical protein	31					no_ortholog				NO_ORTHOLOG
A1S_1606	hypothetical protein	165	A0A7U4DGH4	68.5	101.8	02_blast_hits	weak_ortholog	TonB-dependent receptor	AB57_1831	unreviewed	NAMED_function_unreviewed
A1S_1614	hypothetical protein	244	A0ABX6CGE7	98.8	100.0	02_blast_hits	strong_ortholog	Abasic site processing protein (EC 3.4.-.-)	FQU82_01899	unreviewed	NAMED_function_unreviewed
A1S_3709	hypothetical protein	122	V5VF77	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2219	unreviewed	TRULY_UNCHARACTERIZED
A1S_1616	hypothetical protein	244	V5VDN1	100.0	100.0	02_blast_hits	strong_ortholog	Phosphoglycerate mutase	ABUW_2217	unreviewed	NAMED_function_unreviewed
A1S_1618	hypothetical protein	221	A0A7U3Y6P5	98.6	100.0	02_blast_hits	strong_ortholog	Nucleoside-diphosphate sugar epimerase	AB57_1843	unreviewed	NAMED_function_unreviewed
A1S_1620	hypothetical protein	259	A0ABX6CHN0	98.8	100.0	02_blast_hits	strong_ortholog	GST N-terminal domain-containing protein	FQU82_01906	unreviewed	NAMED_function_unreviewed
A1S_3710	hypothetical protein	44	A0A7U3Y6S2	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1847	unreviewed	TRULY_UNCHARACTERIZED
A1S_1622	hypothetical protein	77	A0ABX6CFM4	98.6	94.8	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01908	unreviewed	TRULY_UNCHARACTERIZED
A1S_1624	hypothetical protein	141	V5VF69	99.3	100.0	02_blast_hits	strong_ortholog	Histidine triad protein	ABUW_2209	unreviewed	NAMED_function_unreviewed
A1S_1627	hypothetical protein	112	V5VDM2	100.0	100.0	02_blast_hits	strong_ortholog	2Fe-2S ferredoxin	fdx ABUW_2207	unreviewed	NAMED_function_unreviewed
A1S_1630	hypothetical protein	106	A0A7U3Y6Q3	100.0	100.0	02_blast_hits	strong_ortholog	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	AB57_1854	unreviewed	NAMED_function_unreviewed
A1S_1644	hypothetical protein	457	A0ABX6CFI9	99.8	100.0	02_blast_hits	strong_ortholog	Protein kinase UbiB (EC 2.7.-.-)	ubiB_3 FQU82_01927	unreviewed	NAMED_function_unreviewed
A1S_1645	hypothetical protein	92	A0A0D5YJ07	97.8	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2191	unreviewed	TRULY_UNCHARACTERIZED
A1S_1646	hypothetical protein	154	A0A7U3Y6I2	98.7	100.0	02_blast_hits	strong_ortholog	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	AB57_1868	unreviewed	NAMED_function_unreviewed
A1S_1650	hypothetical protein	223	A0ABX6CFQ8	98.7	100.0	02_blast_hits	strong_ortholog	Aerobactin synthase (EC 6.3.2.39)	iucC FQU82_01933	unreviewed	NAMED_function_unreviewed
A1S_1651	hypothetical protein	319	A0ABX6CFQ8	99.1	100.0	02_blast_hits	strong_ortholog	Aerobactin synthase (EC 6.3.2.39)	iucC FQU82_01933	unreviewed	NAMED_function_unreviewed
A1S_1652	hypothetical protein	636	A0ABX6CFQ2	98.0	100.0	02_blast_hits	strong_ortholog	IucA/IucC family siderophore biosynthesis protein	FQU82_01934	unreviewed	NAMED_function_unreviewed
A1S_1653	hypothetical protein	239	A0ABX6CH46	98.7	100.0	02_blast_hits	strong_ortholog	(2Fe-2S)-binding protein	FQU82_01935	unreviewed	NAMED_function_unreviewed
A1S_3711	hypothetical protein	145	A0A7U3Y6S8	99.3	100.0	02_blast_hits	strong_ortholog	2'-5' RNA ligase	AB57_1883	unreviewed	NAMED_function_unreviewed
A1S_1662	hypothetical protein	522	A0ABX6CGZ2	99.2	100.0	02_blast_hits	strong_ortholog	Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (EC 3.1.3.80) (2,3-bisphosphoglycerate 3-phosphatase)	FQU82_01947	unreviewed	NAMED_function_unreviewed
A1S_3712	hypothetical protein	100	A0A7U5RJA2	95.9	98.0	02_blast_hits	strong_ortholog	DUF1634 domain-containing protein	AB57_05520	unreviewed	NAMED_function_unreviewed
A1S_1674	hypothetical protein	289	A0A7U4DGM1	99.3	100.0	02_blast_hits	strong_ortholog	DUF2797 domain-containing protein	AB57_1895	unreviewed	NAMED_function_unreviewed
A1S_1675	hypothetical protein	153	V5VD64	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2162	unreviewed	TRULY_UNCHARACTERIZED
A1S_1676	hypothetical protein	101	A0A7U4DGQ5	97.0	99.0	02_blast_hits	strong_ortholog	DUF937 domain-containing protein	AB57_1897	unreviewed	NAMED_function_unreviewed
A1S_1680	hypothetical protein	66	A0ABX6CFS9	100.0	100.0	02_blast_hits	strong_ortholog	Serine kinase/phosphatase	FQU82_01968	unreviewed	NAMED_function_unreviewed
A1S_3713	hypothetical protein	71	A0ABX6CFN3	97.2	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01969	unreviewed	TRULY_UNCHARACTERIZED
A1S_3714	hypothetical protein	78	V5VDK3	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2149	unreviewed	TRULY_UNCHARACTERIZED
A1S_1684	hypothetical protein	109	V5VDD6	100.0	100.0	02_blast_hits	strong_ortholog	Nucleoid-associated protein ABUW_2148	ABUW_2148	unreviewed	NAMED_function_unreviewed
A1S_3715	hypothetical protein	88	A0A7U4DGR2	98.9	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1912	unreviewed	TRULY_UNCHARACTERIZED
A1S_3716	hypothetical protein	111	A0A0D5YJ00	98.2	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2144	unreviewed	TRULY_UNCHARACTERIZED
A1S_1688	hypothetical protein	101	V5VD39	100.0	100.0	02_blast_hits	strong_ortholog	YcgL domain-containing protein ABUW_2142	ABUW_2142	unreviewed	NAMED_function_unreviewed
A1S_1691	hypothetical protein	395	A0A7U3Y6U0	99.2	100.0	02_blast_hits	strong_ortholog	VWA domain-containing protein	AB57_1920	unreviewed	NAMED_function_unreviewed
A1S_1696	hypothetical protein	250	V5VDI9	99.6	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2134	unreviewed	TRULY_UNCHARACTERIZED
A1S_3717	hypothetical protein	34	A0ABX6CFP9	97.1	100.0	02_blast_hits	strong_ortholog	Transcriptional regulator	FQU82_01982	unreviewed	NAMED_function_unreviewed
A1S_3718	hypothetical protein	39	A0A7U3Y6L4	94.9	100.0	02_blast_hits	strong_ortholog	Bestrophin	AB57_1934	unreviewed	NAMED_function_unreviewed
A1S_1709	hypothetical protein	551	A0A7U3Y6Q7	99.3	100.0	02_blast_hits	strong_ortholog	TIGR01244 family protein	AB57_1937	unreviewed	NAMED_function_unreviewed
A1S_1718	hypothetical protein	577	A0A7U4DGS3	99.7	100.0	02_blast_hits	strong_ortholog	Fumarate reductase/succinate dehydrogenase flavoprotein subunit	AB57_1946	unreviewed	NAMED_function_unreviewed
A1S_1720	hypothetical protein	476	A0A7U3Y6W0	99.0	100.0	02_blast_hits	strong_ortholog	Putative aliphatic sulfonates-binding protein	AB57_1948	unreviewed	NAMED_function_unreviewed
A1S_3719	hypothetical protein	61	A0ABX6CFT1	100.0	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_02012	unreviewed	NAMED_function_unreviewed
A1S_1734	hypothetical protein	275	A0ABX6CH57	99.3	100.0	02_blast_hits	strong_ortholog	DUF3298 domain-containing protein	FQU82_02022	unreviewed	NAMED_function_unreviewed
A1S_3720	hypothetical protein	55	A0ABX6CG01	98.1	98.2	02_blast_hits	strong_ortholog	DoxX family protein	FQU82_02023	unreviewed	NAMED_function_unreviewed
A1S_1735	hypothetical protein	84	A0ABX6CG01	98.8	95.2	02_blast_hits	strong_ortholog	DoxX family protein	FQU82_02023	unreviewed	NAMED_function_unreviewed
A1S_3721	hypothetical protein	204	A0ABX6CFZ0	99.5	100.0	02_blast_hits	strong_ortholog	HTH tetR-type domain-containing protein	FQU82_02024	unreviewed	NAMED_function_unreviewed
A1S_3722	hypothetical protein	100	A0A7U3Y707	96.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_2018 AB57_2031 AB57_2038 AB57_2053	unreviewed	TRULY_UNCHARACTERIZED
A1S_3723	hypothetical protein	233	G8E498	37.0	94.0	02_blast_hits	weak_ortholog	Lipoprotein	A7M90_12500 FPK87_10120 MKP18_002208	unreviewed	NAMED_function_unreviewed
A1S_3724	hypothetical protein	32					no_ortholog				NO_ORTHOLOG
A1S_1760	hypothetical protein	248	G8E499	51.8	103.6	02_blast_hits	weak_ortholog	PAAR domain-containing protein family protein		unreviewed	NAMED_function_unreviewed
A1S_3725	hypothetical protein	224	A0A7U4DGU9	33.8	99.1	02_blast_hits	weak_ortholog	Lipoprotein	AB57_2148	unreviewed	NAMED_function_unreviewed
A1S_3726	hypothetical protein	171					no_ortholog				NO_ORTHOLOG
A1S_1762	hypothetical protein	360	A0A7U3Y4V3	30.2	101.9	02_blast_hits	weak_ortholog	Transcriptional regulator	AB57_0665	unreviewed	NAMED_function_unreviewed
A1S_3727	hypothetical protein	206					no_ortholog				NO_ORTHOLOG
A1S_3728	hypothetical protein	32	A0ABX6CHJ3	65.6	100.0	02_blast_hits	weak_ortholog	HTH tetR-type domain-containing protein	FQU82_02085	unreviewed	NAMED_function_unreviewed
A1S_1765	hypothetical protein	443					no_ortholog				NO_ORTHOLOG
A1S_3729	hypothetical protein	146	A0A7U3Y741	98.6	100.0	02_blast_hits	strong_ortholog	Phosphohydrolase	AB57_2100	unreviewed	NAMED_function_unreviewed
A1S_3730	hypothetical protein	35					no_ortholog				NO_ORTHOLOG
A1S_1766	Hypothetical protein	214	A0ABX6CG58	97.7	100.0	02_blast_hits	strong_ortholog	Signal peptide containing protein	FQU82_02088	unreviewed	NAMED_function_unreviewed
A1S_1768	hypothetical protein	386	A0ABX6CG34	96.4	100.3	02_blast_hits	strong_ortholog	N-acetyltransferase domain-containing protein	FQU82_02090	unreviewed	NAMED_function_unreviewed
A1S_1770	hypothetical protein	528	A0A7U3Y761	97.7	100.0	02_blast_hits	strong_ortholog	GH3 auxin-responsive promoter	AB57_2105	unreviewed	NAMED_function_unreviewed
A1S_1771	hypothetical protein	273	A0ABX6CG14	100.0	100.0	02_blast_hits	strong_ortholog	GNAT family N-acetyltransferase	FQU82_02093	unreviewed	NAMED_function_unreviewed
A1S_1782	hypothetical protein	267	A0ABX6CG65	98.9	100.0	02_blast_hits	strong_ortholog	Probable membrane transporter protein	FQU82_02114	unreviewed	NAMED_function_unreviewed
A1S_1794	hypothetical protein	391	A0A7U3Y772	99.0	100.0	02_blast_hits	strong_ortholog	Fumarylacetoacetate hydrolase	AB57_2122	unreviewed	NAMED_function_unreviewed
A1S_1802	hypothetical protein	152	A0A7U3Y763	97.4	99.3	02_blast_hits	strong_ortholog	DMT family transporter	AB57_2128	unreviewed	NAMED_function_unreviewed
A1S_1803	hypothetical protein	144	A0ABX6CG66	97.9	100.0	02_blast_hits	strong_ortholog	DMT family transporter	FQU82_02135	unreviewed	NAMED_function_unreviewed
A1S_1808	hypothetical protein	429	V5VCW0	99.5	100.0	02_blast_hits	strong_ortholog	Dicarboxylate carrier MatC N-terminal domain-containing protein	ABUW_1923	unreviewed	NAMED_function_unreviewed
A1S_1811	hypothetical protein	248	A0A7U3Y787	91.5	100.0	02_blast_hits	strong_ortholog	DUF2314 domain-containing protein	AB57_2137	unreviewed	NAMED_function_unreviewed
A1S_3732	hypothetical protein	81	A0A7U5LZV4	96.3	100.0	02_blast_hits	strong_ortholog	Lipoprotein	AB57_05615	unreviewed	NAMED_function_unreviewed
A1S_1812	hypothetical protein	285					no_ortholog				NO_ORTHOLOG
A1S_3733	hypothetical protein	153					no_ortholog				NO_ORTHOLOG
A1S_3734	hypothetical protein	234	A0A7U3Y757	97.9	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_2143	unreviewed	TRULY_UNCHARACTERIZED
A1S_3735	hypothetical protein	171	A0A7U3Y762	97.1	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_2144	unreviewed	TRULY_UNCHARACTERIZED
A1S_3736	hypothetical protein	38					no_ortholog				NO_ORTHOLOG
A1S_3737	hypothetical protein	56	A0ABX6CG72	96.4	100.0	02_blast_hits	strong_ortholog	Pantothenates transporter PanS	panS_1 FQU82_02149	unreviewed	NAMED_function_unreviewed
A1S_1824	hypothetical protein	339	A0ABX6CGA8	97.9	100.0	02_blast_hits	strong_ortholog	Metallo-beta-lactamase domain-containing protein	FQU82_02159	unreviewed	NAMED_function_unreviewed
A1S_1825	hypothetical protein	182	A0ABX6CHS3	100.0	100.0	02_blast_hits	strong_ortholog	HTH-type transcriptional regulator IscR	iscR_2 FQU82_02160	unreviewed	NAMED_function_unreviewed
A1S_1827	hypothetical protein	230	A0ABX6CG87	97.8	100.0	02_blast_hits	strong_ortholog	DJ-1/PfpI domain-containing protein	FQU82_02162	unreviewed	NAMED_function_unreviewed
A1S_1829	hypothetical protein	268	A0ABX6CG84	98.1	100.0	02_blast_hits	strong_ortholog	DJ-1/PfpI domain-containing protein	FQU82_02164	unreviewed	NAMED_function_unreviewed
A1S_1831	hypothetical protein	355	A0A7U3Y714	96.9	99.7	02_blast_hits	strong_ortholog	Saccharopine dehydrogenase NADP binding domain-containing protein	AB57_2168	unreviewed	NAMED_function_unreviewed
A1S_1833	hypothetical protein	276	A0ABX6CG88	97.5	100.0	02_blast_hits	strong_ortholog	Non-heme chloroperoxidase (EC 1.11.1.10)	cpo FQU82_02167	unreviewed	NAMED_function_unreviewed
A1S_1834	hypothetical protein	298	A0ABX6CG82	95.6	100.0	02_blast_hits	strong_ortholog	Acetoacetate decarboxylase	FQU82_02168	unreviewed	NAMED_function_unreviewed
A1S_3738	hypothetical protein	44					no_ortholog				NO_ORTHOLOG
A1S_1836	hypothetical protein	332	A0A7U3Y777	98.8	100.0	02_blast_hits	strong_ortholog	FAH family protein	AB57_2173	unreviewed	NAMED_function_unreviewed
A1S_1841	hypothetical protein	264	A0A7U3Y7A3	99.6	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_2177	unreviewed	TRULY_UNCHARACTERIZED
A1S_3739	hypothetical protein	33					no_ortholog				NO_ORTHOLOG
A1S_1853	hypothetical protein	425	A0A7U3Y790	97.6	100.0	02_blast_hits	strong_ortholog	TynE	AB57_2188	unreviewed	NAMED_function_unreviewed
A1S_3740	hypothetical protein	30					no_ortholog				NO_ORTHOLOG
A1S_3741	hypothetical protein	67	A0A7U3Y798	98.5	100.0	02_blast_hits	strong_ortholog	Ring hydroxylating beta subunit	AB57_2194	unreviewed	NAMED_function_unreviewed
A1S_1862	hypothetical protein	175	A0A7U4DGW4	97.7	100.0	02_blast_hits	strong_ortholog	Polyketide cyclase	AB57_2196	unreviewed	NAMED_function_unreviewed
A1S_1863	hypothetical protein	119	V5VCV9	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_1859	unreviewed	TRULY_UNCHARACTERIZED
A1S_3742	hypothetical protein	41					no_ortholog				NO_ORTHOLOG
A1S_1879	hypothetical protein	155	V5VE93	100.0	100.0	02_blast_hits	strong_ortholog	DUF6438 domain-containing protein	ABUW_1844	unreviewed	NAMED_function_unreviewed
A1S_3743	hypothetical protein	30					no_ortholog				NO_ORTHOLOG
A1S_1897	hypothetical protein	225	A0ABX6CGV9	100.0	100.0	02_blast_hits	strong_ortholog	DUF421 domain-containing protein	FQU82_02226	unreviewed	NAMED_function_unreviewed
A1S_3744	hypothetical protein	162	V5VE58	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_1824	unreviewed	TRULY_UNCHARACTERIZED
A1S_1901	hypothetical protein	281	A0ABX6CGF9	100.0	100.0	02_blast_hits	strong_ortholog	Metal-dependent hydrolase	FQU82_02231	unreviewed	NAMED_function_unreviewed
A1S_1902	hypothetical protein	364	A0A7U3Y7C2	99.7	100.0	02_blast_hits	strong_ortholog	Alpha/beta hydrolase	AB57_2236	unreviewed	NAMED_function_unreviewed
A1S_1903	hypothetical protein	238	A0ABX6CGJ9	99.2	100.0	02_blast_hits	strong_ortholog	SGNH hydrolase-type esterase domain-containing protein	FQU82_02233	unreviewed	NAMED_function_unreviewed
A1S_1904	hypothetical protein	135	A0ABX6CGI7	98.5	100.0	02_blast_hits	strong_ortholog	SnoaL-like domain-containing protein	FQU82_02234	unreviewed	NAMED_function_unreviewed
A1S_1906	hypothetical protein	186	V5VCT1	100.0	100.0	02_blast_hits	strong_ortholog	Transcriptional regulator, PadR family	ABUW_1818	unreviewed	NAMED_function_unreviewed
A1S_1912	hypothetical protein	250	A0ABX6CGG4	100.0	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_02242	unreviewed	NAMED_function_unreviewed
A1S_3745	hypothetical protein	506	A0A7U3Y7A6	93.3	100.0	02_blast_hits	strong_ortholog	Lipoprotein	AB57_2250	unreviewed	NAMED_function_unreviewed
A1S_1914	hypothetical protein	226	A0A7U4DGU3	98.2	100.0	02_blast_hits	strong_ortholog	YgjP-like metallopeptidase domain-containing protein	AB57_2249	unreviewed	NAMED_function_unreviewed
A1S_1931	hypothetical protein	108	A0ABX6CI28	99.1	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_02265	unreviewed	NAMED_function_unreviewed
A1S_1932	hypothetical protein	119	V5VE25	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_1787	unreviewed	TRULY_UNCHARACTERIZED
A1S_1933	hypothetical protein	77	V5VCQ2	100.0	100.0	02_blast_hits	strong_ortholog	Sel1 repeat family protein	ABUW_1786	unreviewed	NAMED_function_unreviewed
A1S_1934	hypothetical protein	141	A0ABX6CGP6	100.0	100.0	02_blast_hits	strong_ortholog	DUF2750 domain-containing protein	FQU82_02268	unreviewed	NAMED_function_unreviewed
A1S_1935	hypothetical protein	143	V5VC67	100.0	100.0	02_blast_hits	strong_ortholog	CBS domain containing protein	ABUW_1783	unreviewed	NAMED_function_unreviewed
A1S_1938	hypothetical protein	107	A0ABX6CGJ5	98.1	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_02272	unreviewed	TRULY_UNCHARACTERIZED
A1S_1942	hypothetical protein	139	V5VE15	99.3	100.0	02_blast_hits	strong_ortholog	Glycolate/propanediol utilization protein	ABUW_1776	unreviewed	NAMED_function_unreviewed
A1S_3746	hypothetical protein	34					no_ortholog				NO_ORTHOLOG
A1S_1951	hypothetical protein	480	A0ABX6CGK0	99.8	100.0	02_blast_hits	strong_ortholog	GdhB (EC 1.1.5.2)	gdhB FQU82_02288	unreviewed	NAMED_function_unreviewed
A1S_1952	hypothetical protein	209	A0ABX6CHH8	99.5	100.0	02_blast_hits	strong_ortholog	Abasic site processing protein (EC 3.4.-.-)	FQU82_02289	unreviewed	NAMED_function_unreviewed
A1S_1955	hypothetical protein	248	A0ABX6CHY1	98.0	100.0	02_blast_hits	strong_ortholog	BD-FAE-like domain-containing protein	FQU82_02292	unreviewed	NAMED_function_unreviewed
A1S_3747	hypothetical protein	97	A0ABX6CGL2	99.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_02297	unreviewed	TRULY_UNCHARACTERIZED
A1S_3748	hypothetical protein	78	A0ABX6CGS5	97.4	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_02298	unreviewed	TRULY_UNCHARACTERIZED
